,X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,delta_Own,Value,1d,1w,1m,6m,ticker
26,A,2021-12-17 10:24:06,2021-11-30,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",S - Sale,152.04,-699,32766,-2%,-106274.0,,,,,NMG+A
27,,2021-12-06 17:57:26,2021-12-02,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",S - Sale,151.89,-800,42553,-2%,-121512.0,,,,,NMG+A
28,,2021-12-02 14:26:09,2021-11-30,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",G - Gift,150.9,-800,42553,-2%,-120720.0,,,,,NMG+A
29,,2021-12-02 14:26:09,2021-11-30,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",S - Sale,152.04,-669,42553,-2%,-101713.0,,,,,NMG+A
30,,2021-11-23 13:15:25,2021-11-19,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,164.3,-1121,62545,-2%,-184180.0,,,,,NMG+A
31,,2021-11-23 13:10:12,2021-11-19,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,164.3,-7493,314646,-2%,-1231100.0,,,,,NMG+A
32,,2021-11-23 13:09:24,2021-11-19,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,164.3,-1051,48022,-2%,-172679.0,,,,,NMG+A
33,,2021-11-23 13:05:14,2021-11-19,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,164.3,-1751,96977,-2%,-287689.0,,,,,NMG+A
34,,2021-11-23 13:04:48,2021-11-19,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,164.3,-1418,94728,-1%,-232977.0,,,,,NMG+A
35,,2021-11-23 13:00:45,2021-11-19,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,164.3,-368,44022,-1%,-60462.0,,,,,NMG+A
36,,2021-11-23 12:59:52,2021-11-19,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,164.3,-251,18997,-1%,-41239.0,,,,,NMG+A
37,,2021-11-23 12:59:52,2021-11-19,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,S - Sale,165.0,-1500,18997,-7%,-247500.0,,,,,NMG+A
38,,2021-11-23 12:56:36,2021-11-19,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,164.3,-996,86332,-1%,-163643.0,,,,,NMG+A
39,,2021-11-23 12:55:18,2021-11-19,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,164.3,-1068,89074,-1%,-175472.0,,,,,NMG+A
40,,2021-11-19 14:24:23,2021-11-17,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,161.54,-536,96146,-1%,-86585.0,,,,,NMG+A
41,,2021-11-19 14:23:18,2021-11-17,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,161.54,-395,49073,-1%,-63808.0,,,,,NMG+A
42,,2021-11-19 14:21:40,2021-11-17,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,161.54,-457,63666,-1%,-73824.0,,,,,NMG+A
43,,2021-11-19 14:19:18,2021-11-17,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,161.54,-2713,322139,-1%,-438258.0,,,,,NMG+A
44,,2021-11-19 14:17:23,2021-11-17,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,161.54,-678,98728,-1%,-109524.0,,,,,NMG+A
45,,2021-11-19 14:16:12,2021-11-17,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,161.54,-353,20748,-2%,-57024.0,,,,,NMG+A
46,,2021-11-19 14:15:05,2021-11-17,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,161.54,-518,90142,-1%,-83678.0,,,,,NMG+A
47,,2021-11-19 14:14:03,2021-11-17,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,161.54,-142,44390,0%,-22939.0,,,,,NMG+A
48,,2021-11-19 14:12:41,2021-11-17,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,161.54,-386,87328,0%,-62354.0,,,,,NMG+A
49,,2021-11-19 14:10:26,2021-11-18,A,"Agilent Technologies, Inc.",Brawley Otis W,Dir,A - Grant,162.16,583,583,New,94539.0,,,,,NMG+A
50,D,2021-11-18 21:29:03,2021-11-16,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,A - Grant,161.39,29708,96682,+44%,4794574.0,,,,,NMG+A
51,D,2021-11-18 21:29:03,2021-11-16,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,161.39,-14579,96682,-13%,-2352905.0,,,,,NMG+A
52,D,2021-11-18 21:27:55,2021-11-16,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",A - Grant,161.39,21543,49468,+77%,3476825.0,,,,,NMG+A
53,D,2021-11-18 21:27:55,2021-11-16,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,161.39,-10274,49468,-17%,-1658121.0,,,,,NMG+A
54,D,2021-11-18 21:26:41,2021-11-16,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,A - Grant,161.39,20643,64123,+47%,3331574.0,,,,,NMG+A
55,D,2021-11-18 21:26:41,2021-11-16,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,161.39,-8696,64123,-12%,-1403447.0,,,,,NMG+A
56,D,2021-11-18 21:24:56,2021-11-16,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",A - Grant,161.39,152327,324852,+88%,24584055.0,,,,,NMG+A
57,D,2021-11-18 21:24:56,2021-11-16,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,161.39,-75497,324852,-19%,-12184461.0,,,,,NMG+A
58,D,2021-11-18 21:22:05,2021-11-16,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",A - Grant,161.39,35675,99406,+56%,5757588.0,,,,,NMG+A
59,D,2021-11-18 21:22:05,2021-11-16,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,161.39,-11196,99406,-10%,-1806922.0,,,,,NMG+A
60,D,2021-11-18 21:20:52,2021-11-16,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,A - Grant,161.39,5632,21101,+36%,908948.0,,,,,NMG+A
61,D,2021-11-18 21:20:52,2021-11-16,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,161.39,-1202,21101,-5%,-193991.0,,,,,NMG+A
62,D,2021-11-18 21:19:45,2021-11-16,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,A - Grant,161.39,22051,90660,+32%,3558811.0,,,,,NMG+A
63,D,2021-11-18 21:19:45,2021-11-16,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,161.39,-10861,90660,-11%,-1752857.0,,,,,NMG+A
64,D,2021-11-18 21:18:29,2021-11-16,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",A - Grant,161.39,7752,44532,+21%,1251095.0,,,,,NMG+A
65,D,2021-11-18 21:18:29,2021-11-16,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,161.39,-3196,44532,-7%,-515802.0,,,,,NMG+A
66,D,2021-11-18 21:17:24,2021-11-16,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,A - Grant,161.39,22423,87714,+34%,3618848.0,,,,,NMG+A
67,D,2021-11-18 21:17:24,2021-11-16,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,161.39,-9912,87714,-10%,-1599698.0,,,,,NMG+A
68,,2021-11-16 21:11:19,2021-11-12,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,160.88,-1930,81553,-2%,-310498.0,,,,,NMG+A
69,,2021-11-16 21:09:51,2021-11-12,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,160.88,-1410,38199,-4%,-226841.0,,,,,NMG+A
70,,2021-11-16 21:08:28,2021-11-12,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,160.88,-737,52176,-1%,-118569.0,,,,,NMG+A
71,,2021-11-16 21:07:15,2021-11-12,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,160.88,-13303,248022,-5%,-2140187.0,,,,,NMG+A
72,,2021-11-16 21:05:42,2021-11-12,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,160.88,-1869,74927,-2%,-300685.0,,,,,NMG+A
73,,2021-11-16 21:04:11,2021-11-12,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,160.88,-245,16671,-1%,-39416.0,,,,,NMG+A
74,,2021-11-16 21:02:59,2021-11-12,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,160.88,-2071,79470,-3%,-333182.0,,,,,NMG+A
75,,2021-11-16 21:01:49,2021-11-12,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,160.88,-513,39976,-1%,-82531.0,,,,,NMG+A
76,,2021-11-16 21:01:49,2021-08-25,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",G - Gift,173.3,-1000,39976,-2%,-173300.0,,,,,NMG+A
77,,2021-11-16 21:00:03,2021-11-12,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,160.88,-1878,75203,-2%,-302133.0,,,,,NMG+A
78,,2021-09-23 16:25:37,2021-09-22,A,"Agilent Technologies, Inc.",Dolsten Mikael,Dir,A - Grant,172.44,567,567,New,97773.0,,,,,NMG+A
79,D,2021-08-20 11:28:22,2021-08-18,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,M - OptEx,40.8,9033,81420,+12%,368546.0,,,,,NMG+A
80,D,2021-08-20 11:28:22,2021-08-18,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,S - Sale+OE,165.06,-9033,81420,-10%,-1490942.0,,,,,NMG+A
81,D,2021-08-09 15:54:09,2021-08-05,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,M - OptEx,40.8,9033,81420,+12%,368546.0,,,,,NMG+A
82,D,2021-08-09 15:54:09,2021-08-05,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,S - Sale+OE,155.0,-9033,81420,-10%,-1400115.0,,,,,NMG+A
83,,2021-08-05 16:20:10,2021-08-03,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,153.86,-2327,76796,-3%,-358032.0,,,,,NMG+A
84,D,2021-06-21 17:18:15,2021-06-17,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,M - OptEx,40.8,1968,81420,+2%,80294.0,,,,,NMG+A
85,D,2021-06-21 17:18:15,2021-06-17,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,S - Sale+OE,145.1,-1968,81420,-2%,-285563.0,,,,,NMG+A
86,DM,2021-06-17 12:16:36,2021-06-15,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,M - OptEx,40.8,7065,81420,+10%,288252.0,,,,,NMG+A
87,DM,2021-06-17 12:16:36,2021-06-15,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,S - Sale+OE,145.02,-7065,81420,-8%,-1024571.0,,,,,NMG+A
88,D,2021-06-17 12:13:23,2021-06-14,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,M - OptEx,40.8,24841,76902,+48%,1013513.0,,,,,NMG+A
89,D,2021-06-17 12:13:23,2021-06-14,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,S - Sale+OE,143.66,-43731,76902,-36%,-6282527.0,,,,,NMG+A
90,,2021-06-14 12:18:35,2021-06-10,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,S - Sale,142.9,-16289,83423,-16%,-2327698.0,,,,,NMG+A
91,,2021-06-01 18:19:03,2021-05-28,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,S - Sale,138.42,-1000,16916,-6%,-138420.0,,,,,NMG+A
92,,2021-06-01 18:18:10,2021-05-27,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",S - Sale,136.15,-13465,39579,-25%,-1833351.0,,,,,NMG+A
93,,2021-05-21 13:18:07,2021-05-19,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,130.21,-164,17916,-1%,-21354.0,,,,,NMG+A
94,,2021-05-18 16:01:13,2021-05-14,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,131.15,-183,99712,0%,-24000.0,,,,,NMG+A
95,,2021-05-18 15:59:24,2021-05-14,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,131.15,-1268,52787,-2%,-166298.0,,,,,NMG+A
96,,2021-04-26 17:59:27,2021-04-23,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",S - Sale,137.0,-500,53030,-1%,-68500.0,,,,,NMG+A
97,,2021-04-26 17:58:20,2021-04-22,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,135.0,-9053,261105,-3%,-1222155.0,,,,,NMG+A
98,,2021-04-15 18:47:24,2021-04-13,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,132.5,-8966,270158,-3%,-1187995.0,,,,,NMG+A
99,,2021-04-12 19:01:19,2021-04-08,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,130.26,-15095,279124,-5%,-1966275.0,,,,,NMG+A
100,,2021-04-01 17:48:06,2021-03-31,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,S - Sale,127.5,-1000,53936,-2%,-127500.0,,,,,NMG+A
101,,2021-03-22 15:27:20,2021-03-18,A,"Agilent Technologies, Inc.",Wilson Dow R,Dir,A - Grant,121.59,1850,10767,+21%,224947.0,,,,,NMG+A
102,,2021-03-22 15:26:25,2021-03-18,A,"Agilent Technologies, Inc.",Scangos George A,Dir,A - Grant,121.59,2836,30994,+10%,344838.0,,,,,NMG+A
103,,2021-03-22 15:24:35,2021-03-18,A,"Agilent Technologies, Inc.",Rataj Sue H.,Dir,A - Grant,121.59,1850,21490,+9%,224947.0,,,,,NMG+A
104,,2021-03-22 15:23:26,2021-03-18,A,"Agilent Technologies, Inc.",Podolsky Daniel K,Dir,A - Grant,121.59,2302,28515,+9%,279907.0,,,,,NMG+A
105,,2021-03-22 15:21:35,2021-03-18,A,"Agilent Technologies, Inc.",Fields Heidi,Dir,A - Grant,121.59,1850,55768,+3%,224947.0,,,,,NMG+A
106,,2021-03-22 15:20:25,2021-03-18,A,"Agilent Technologies, Inc.",Koh Boon Hwee,Dir,A - Grant,121.59,1850,69367,+3%,224947.0,,,,,NMG+A
107,,2021-03-22 15:20:25,2021-03-18,A,"Agilent Technologies, Inc.",Koh Boon Hwee,Dir,F - Tax,121.59,-555,69367,-1%,-67484.0,,,,,NMG+A
108,,2021-03-22 15:18:39,2021-03-18,A,"Agilent Technologies, Inc.",Clark Paul N,Dir,A - Grant,121.59,1850,95234,+2%,224947.0,,,,,NMG+A
109,,2021-03-22 15:14:55,2021-03-18,A,"Agilent Technologies, Inc.",Bishop Hans Edgar,Dir,A - Grant,121.59,2672,17176,+18%,324896.0,,,,,NMG+A
110,,2021-03-22 15:13:29,2021-03-18,A,"Agilent Technologies, Inc.",Anand Mala,Dir,A - Grant,121.59,1850,7607,+32%,224947.0,,,,,NMG+A
111,,2021-02-24 17:54:23,2021-02-22,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",S - Sale,124.17,-5000,41229,-11%,-620850.0,,,,,NMG+A
112,M,2021-02-18 18:48:28,2021-02-16,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",S - Sale,131.16,-1000,53530,-2%,-131155.0,,,,,NMG+A
113,,2021-02-18 18:33:50,2021-02-16,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,130.0,-20766,294219,-7%,-2699580.0,,,,,NMG+A
114,D,2021-02-18 18:31:51,2021-02-17,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,M - OptEx,40.8,9034,81326,+12%,368587.0,,,,,NMG+A
115,DM,2021-02-18 18:31:51,2021-02-16,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,S - Sale+OE,133.59,-19786,81326,-20%,-2643281.0,,,,,NMG+A
116,M,2021-02-03 13:28:20,2021-02-01,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,122.57,-63190,314985,-17%,-7745187.0,,,,,NMG+A
117,,2021-01-21 14:01:43,2021-01-19,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,127.35,-367,54513,-1%,-46737.0,,,,,NMG+A
118,,2021-01-21 13:54:52,2020-12-01,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,115.36,-18,46183,0%,-2076.0,,,,,NMG+A
119,A,2021-01-21 13:53:16,2020-11-19,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,108.68,-15374,99830,-13%,-1670846.0,,,,,NMG+A
120,A,2021-01-21 13:51:28,2020-11-19,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,108.68,-11342,54924,-17%,-1232649.0,,,,,NMG+A
121,A,2021-01-21 13:49:11,2020-11-19,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,108.68,-82635,464017,-15%,-8980772.0,,,,,NMG+A
122,A,2021-01-21 13:47:04,2020-11-19,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,108.68,-1590,18080,-8%,-172801.0,,,,,NMG+A
123,A,2021-01-21 13:44:56,2020-11-19,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,108.68,-13413,92078,-13%,-1457725.0,,,,,NMG+A
124,A,2021-01-21 13:43:02,2020-11-19,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,108.68,-493,46201,-1%,-53579.0,,,,,NMG+A
125,A,2021-01-21 13:40:40,2020-11-19,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,108.68,-1212,95495,-1%,-131720.0,,,,,NMG+A
126,AD,2021-01-21 13:39:50,2020-11-17,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,A - Grant,109.86,16987,97216,+21%,1866192.0,,,,,NMG+A
127,AD,2021-01-21 13:39:50,2020-11-17,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,109.86,-6218,97216,-6%,-683109.0,,,,,NMG+A
128,,2021-01-19 17:01:59,2021-01-14,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",S - Sale,127.27,-500,54880,-1%,-63635.0,,,,,NMG+A
129,A,2021-01-19 17:01:12,2020-11-19,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,108.68,-9639,55380,-15%,-1047567.0,,,,,NMG+A
130,AD,2021-01-19 16:59:21,2020-11-17,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",A - Grant,109.86,17541,65322,+37%,1927054.0,,,,,NMG+A
131,AD,2021-01-19 16:59:21,2020-11-17,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,109.86,-6943,65322,-10%,-762758.0,,,,,NMG+A
132,,2020-12-02 20:17:31,2020-12-01,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",S - Sale,115.63,-85842,415347,-17%,-9925910.0,,,,,NMG+A
133,,2020-12-02 20:16:19,2020-11-30,A,"Agilent Technologies, Inc.",Koh Boon Hwee,Dir,S - Sale,114.51,-20000,68051,-23%,-2290200.0,,,,,NMG+A
134,,2020-11-23 12:37:20,2020-11-19,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,108.68,-8470,106734,-7%,-920520.0,,,,,NMG+A
135,,2020-11-23 12:36:20,2020-11-19,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,108.68,-5391,59712,-8%,-585894.0,,,,,NMG+A
136,,2020-11-23 12:35:19,2020-11-19,A,"Agilent Technologies, Inc.",Raha Samraat S.,SVP,F - Tax,108.68,-8343,57923,-13%,-906717.0,,,,,NMG+A
137,,2020-11-23 12:34:06,2020-11-19,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,108.68,-45463,501189,-8%,-4940919.0,,,,,NMG+A
138,,2020-11-23 12:32:33,2020-11-19,A,"Agilent Technologies, Inc.",McMahon Robert W.,"SVP, CFO",F - Tax,108.68,-1751,79123,-2%,-190299.0,,,,,NMG+A
139,,2020-11-23 12:31:14,2020-11-19,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,108.68,-821,18849,-4%,-89226.0,,,,,NMG+A
140,,2020-11-23 12:29:58,2020-11-19,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,108.68,-7306,98185,-7%,-794016.0,,,,,NMG+A
141,,2020-11-23 12:28:07,2020-11-19,A,"Agilent Technologies, Inc.",Gonsalves Rodney,"VP, Corporate Controller",F - Tax,108.68,-2673,44021,-6%,-290502.0,,,,,NMG+A
142,,2020-11-23 12:26:50,2020-11-19,A,"Agilent Technologies, Inc.",Ancher-Jensen Henrik,SVP,F - Tax,108.68,-5098,91695,-5%,-554051.0,,,,,NMG+A
143,,2020-11-20 15:09:27,2020-11-18,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,F - Tax,105.95,-1081,115204,-1%,-114532.0,,,,,NMG+A
144,,2020-11-20 15:00:17,2020-11-18,A,"Agilent Technologies, Inc.",Tang Michael,"SVP, GC,, Sec.",F - Tax,105.95,-303,65103,0%,-32103.0,,,,,NMG+A
145,,2020-11-20 14:58:06,2020-11-18,A,"Agilent Technologies, Inc.",McMullen Michael R.,"CEO, Pres",F - Tax,105.95,-8104,546652,-1%,-858619.0,,,,,NMG+A
146,,2020-11-20 14:51:58,2020-11-18,A,"Agilent Technologies, Inc.",McDonnell Padraig,SVP,F - Tax,105.95,-225,19670,-1%,-23839.0,,,,,NMG+A
147,,2020-11-20 14:47:54,2020-11-18,A,"Agilent Technologies, Inc.",Grau Dominique,SVP,F - Tax,105.95,-1351,105491,-1%,-143138.0,,,,,NMG+A
